record_id,db_id,NLQ,NLQ_colloquial,MQL,mql_signature,mql_skeleton_signature,mql_skeleton_summary,stage_count,operator_count,complexity_score
16084257,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.results_by_status and keep entries where dynamic key is one of ['Electrical'] under sessions.race.results_by_status with context bucketed by standings_after.drivers_by_position.1.driver.driver_id around 30, returning up to 10 documents.",Show up to 10 race_weekends_v2 rows where sessions.race.results_by_status has dynamic key is one of ['Electrical'] under sessions.race.results_by_status with context bucketed by standings_after.drivers_by_position.1.driver.driver_id around 30.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$standings_after.drivers_by_position.1.driver.driver_id"",30]},""standings_after.drivers_by_position.1.driver.driver_id>= 30"",""standings_after.drivers_by_position.1.driver.driver_id< 30""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.results_by_status"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""Electrical""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:62a73a01b8d8db7e045dea33deddf972479223af44e8d38962c1e210dddd8217,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
16101068,codebase_community,"For each user_reputation_profiles document, inspect the dynamic keys under activity.by_year and keep entries where count dynamic activity.by_year keys whose other_post.count reaches 1 with context bucketed by badge_ecosystem.by_name.Editor.count around 1, returning up to 50 documents.",Show up to 50 user_reputation_profiles rows where activity.by_year has count dynamic activity.by_year keys whose other_post.count reaches 1 with context bucketed by badge_ecosystem.by_name.Editor.count around 1.,"db.user_reputation_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$badge_ecosystem.by_name.Editor.count"",1]},""badge_ecosystem.by_name.Editor.count>= 1"",""badge_ecosystem.by_name.Editor.count< 1""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$activity.by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""above_threshold"":{""$sum"":{""$cond"":[{""$gte"":[""$native_dynamic_entries.v.other_post.count"",1]},1,0]}},""observed"":{""$sum"":1}}},{""$sort"":{""_id"":1,""above_threshold"":-1,""observed"":-1}},{""$limit"":50}])",sha256:6850a965af3f7ab08e43f03eec74b69e89e44873b53739e3c83f5091ce77bfb6,sha256:f1d9212824995962ac444dad3685ddaabc664aa5072ec776df4b75c5925a7a98,$addFields>$project>$unwind>$group>$sort>$limit,6,11,13.15
16107845,debit_card_specializing,"For each fuel_customer_spend_profiles document, inspect the dynamic keys under spend.consumption_by_month and keep entries where dynamic key is one of ['2013-03'] under spend.consumption_by_month with context bucketed by spend.total_consumption around 1288.55, returning up to 10 documents.",Show up to 10 fuel_customer_spend_profiles rows where spend.consumption_by_month has dynamic key is one of ['2013-03'] under spend.consumption_by_month with context bucketed by spend.total_consumption around 1288.55.,"db.fuel_customer_spend_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$spend.total_consumption"",1288.55]},""spend.total_consumption>= 1288.55"",""spend.total_consumption< 1288.55""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$spend.consumption_by_month"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""2013-03""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:398e4d6b338a56b04afca415378bdd846275e9464a6e9f56f26fee23ca483cfb,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
16118283,card_games,"For each card_print_dossiers document, inspect the dynamic keys under rulings.by_year and keep entries where dynamic key is one of ['2017'] under rulings.by_year with context bucketed by card_id around 1000, returning up to 10 documents.",Show up to 10 card_print_dossiers rows where rulings.by_year has dynamic key is one of ['2017'] under rulings.by_year with context bucketed by card_id around 1000.,"db.card_print_dossiers.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$card_id"",1000]},""card_id>= 1000"",""card_id< 1000""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$rulings.by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""2017""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:7738c818dbd9669017d7edaeba93db8ccc09b6ae781f22df751232ceb5abc275,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
16118982,european_football_2,"For each player_profiles document, inspect the dynamic keys under attribute_timeline.by_year and keep entries where count documents carrying dynamic key '2015' under attribute_timeline.by_year with context bucketed by rating_by_season.2013.state, returning up to 100 documents.",Show up to 100 player_profiles rows where attribute_timeline.by_year has count documents carrying dynamic key '2015' under attribute_timeline.by_year with context bucketed by rating_by_season.2013.state.,"db.player_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$rating_by_season.2013.state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$attribute_timeline.by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""2015""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:90d6ea7a64095591d33762d97abee290faadb1c070187d7214a6d7d94ab81520,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
16127707,codebase_community,"For each tag_topic_ecosystems document, inspect the dynamic keys under threads_by_status_by_year and keep entries where count documents carrying dynamic key 'accepted_closed' under threads_by_status_by_year with context bucketed by wiki_posts.excerpt.last_activity_at, returning up to 100 documents.",Show up to 100 tag_topic_ecosystems rows where threads_by_status_by_year has count documents carrying dynamic key 'accepted_closed' under threads_by_status_by_year with context bucketed by wiki_posts.excerpt.last_activity_at.,"db.tag_topic_ecosystems.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$wiki_posts.excerpt.last_activity_at"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$threads_by_status_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""accepted_closed""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:6796b10923405b55216217562407cc822d4fee1698164e71e7350aea634d2ee6,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
16133948,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.laps_by_number and keep entries where summarize running_order.driver.driver_id totals across dynamic sessions.race.laps_by_number keys with context bucketed by race_id around 253, returning up to 50 documents.",Show up to 50 race_weekends_v2 rows where sessions.race.laps_by_number has summarize running_order.driver.driver_id totals across dynamic sessions.race.laps_by_number keys with context bucketed by race_id around 253.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$race_id"",253]},""race_id>= 253"",""race_id< 253""]}}},{""$project"":{""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.laps_by_number"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.v.running_order.driver.driver_id"":{""$ne"":null}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""entry_count"":{""$sum"":1},""metric_total"":{""$sum"":""$native_dynamic_entries.v.running_order.driver.driver_id""}}},{""$match"":{""entry_count"":{""$gte"":1}}},{""$sort"":{""_id"":1,""metric_total"":-1}},{""$limit"":50}])",sha256:415d4f60d9eea21175737e7b73a191f4c179dc1b4df86252562d03bba621b8d2,sha256:c6ca68dfd4bc6adfb546eb147db6bfe90bd86961690b1cb0179d67373662356e,$addFields>$project>$unwind>$match>$group>$match>$sort>$limit,8,13,15.85
16138725,debit_card_specializing,"For each fuel_customer_spend_profiles document, inspect the dynamic keys under spend.consumption_by_month and keep entries where at least 3 dynamic keys exist under spend.consumption_by_month with context bucketed by transactions.station_buckets_by_station_id.5298.schema_state, returning up to 100 documents.",Show up to 100 fuel_customer_spend_profiles rows where spend.consumption_by_month has at least 3 dynamic keys exist under spend.consumption_by_month with context bucketed by transactions.station_buckets_by_station_id.5298.schema_state.,"db.fuel_customer_spend_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$transactions.station_buckets_by_station_id.5298.schema_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$spend.consumption_by_month"",{}]}},""native_dynamic_key_count"":{""$size"":{""$objectToArray"":{""$ifNull"":[""$spend.consumption_by_month"",{}]}}}}},{""$match"":{""native_dynamic_key_count"":{""$gte"":3}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries.k"":1,""native_dynamic_key_count"":1}},{""$sort"":{""_id"":1,""native_dynamic_key_count"":-1}},{""$limit"":100}])",sha256:da581695b5cf77f4464011fb8e5fc18cf2b2786a62d88853bb9d7580bf945bec,sha256:ee7f51d8601ec36881734932895dabbb79eb3a8d1bafa03ee975742ed1856ab8,$addFields>$project>$match>$project>$sort>$limit,6,9,9.95
16140740,student_club,"For each club_member_accounts_v2 document, inspect the dynamic keys under finance.income_by_source and keep entries where dynamic key is one of ['Dues'] under finance.income_by_source with context bucketed by finance.expense_by_category.Parking.cost_total around 18.0, returning up to 10 documents.",Show up to 10 club_member_accounts_v2 rows where finance.income_by_source has dynamic key is one of ['Dues'] under finance.income_by_source with context bucketed by finance.expense_by_category.Parking.cost_total around 18.0.,"db.club_member_accounts_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$finance.expense_by_category.Parking.cost_total"",18.0]},""finance.expense_by_category.Parking.cost_total>= 18.0"",""finance.expense_by_category.Parking.cost_total< 18.0""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$finance.income_by_source"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""Dues""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:1606762c65f4515d220f58705f7feb5a228601b26986c48da8a2975e9641e144,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
16143018,superhero,"For each publisher_universes document, inspect the dynamic keys under query_views.alignment_power_matrix_by_alignment and keep entries where dynamic key 'good' is present under query_views.alignment_power_matrix_by_alignment with context bucketed by publisher.hero_count around 14, returning up to 10 documents.",Show up to 10 publisher_universes rows where query_views.alignment_power_matrix_by_alignment has dynamic key 'good' is present under query_views.alignment_power_matrix_by_alignment with context bucketed by publisher.hero_count around 14.,"db.publisher_universes.aggregate([{""$unwind"":""$query_views""},{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$publisher.hero_count"",14]},""publisher.hero_count>= 14"",""publisher.hero_count< 14""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$query_views.alignment_power_matrix_by_alignment"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""good""}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""native_value"":""$native_dynamic_entries.v""}},{""$sort"":{""_id"":1}},{""$limit"":10}])",sha256:8705f76cf795067299fadd646cc6317227b5c0a8dee6b4558f75e35e7ec23a0c,sha256:1762e36b3e79a778897f9866300beba4cd4db03407e44f0d08c363a6484d2f0a,$unwind>$addFields>$project>$unwind>$match>$project>$sort>$limit,8,10,14.8
16147807,thrombosis_prediction,"For each measurement_code_bags document, inspect the dynamic keys under values_by_year and keep entries where dynamic key '1999' has readings.patient_id at least 5117723 with context bucketed by source_table, returning up to 25 documents.",Show up to 25 measurement_code_bags rows where values_by_year has dynamic key '1999' has readings.patient_id at least 5117723 with context bucketed by source_table.,"db.measurement_code_bags.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$source_table"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$values_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""1999"",""native_dynamic_entries.v.readings.patient_id"":{""$gte"":5117723}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""readings.patient_id"":""$native_dynamic_entries.v.readings.patient_id""}},{""$sort"":{""_id"":1,""readings.patient_id"":-1}},{""$limit"":25}])",sha256:0d70094698b4fa3247368921d1cc296deb0d65605d2798012538cfaa8f94dcba,sha256:46e02cda272f606ee143ee9024fac220aebb75f7dd6277efe75999144a806573,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
